Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category,FullName,User ID
140219,Michele,Anderson,F,24/10/1986,79.0,2024-10-01,"Brown, Jones and Perez",Cosmetic,Michele Anderson,USER__036
796551,Patricia,Jordan,F,31/10/1956,141.06,2024-12-24,Bass Inc,Cosmetic,Patricia Jordan,USER__037
661557,Stephanie,Tran,F,29/10/1964,2311.32,2024-10-20,Roberts and Sons,Travel,Stephanie Tran,USER__038
354655,Diane,Hudson,F,19/10/2004,269.51,2024-12-02,Robertson-Golden,Clothing,Diane Hudson,USER__039
41196,Michael,Williams,F,26/10/1978,1854.31,2025-01-05,"Valdez, Carter and Brown",Travel,Michael Williams,USER__040
595276,Carolyn,Brown,M,27/10/1975,429.49,2024-10-21,"Hayes, Ross and Smith",Market,Carolyn Brown,USER__041
247945,Lisa,Morse,M,20/10/2000,134.33,2024-11-20,Vega-Jackson,Cosmetic,Lisa Morse,USER__042
664294,Ashley,Smith,M,19/10/2005,927.47,2024-10-18,Turner Group,Travel,Ashley Smith,USER__043
71844,Christopher,Harmon,F,20/10/2003,144.23,2024-09-30,"Frazier, Edwards and Wall",Cosmetic,Christopher Harmon,USER__044
160904,Scott,Chase,M,28/10/1971,2163.17,2024-11-11,"Hudson, Fry and Moore",Travel,Scott Chase,USER__045
140041,Erika,Vazquez,F,29/10/1965,701.38,2024-11-14,Miller LLC,Electronics,Erika Vazquez,USER__046
760246,Joseph,Jones,F,25/10/1981,50.36,2024-09-06,"Jones, Sutton and Burton",Restaurant,Joseph Jones,USER__047
428653,Shannon,Duke,F,20/10/2000,193.66,2024-10-25,"Wright, Christian and Moon",Clothing,Shannon Duke,USER__048
524694,Michael,Yang,F,28/10/1968,974.83,2024-12-29,"Jones, Cortez and Weaver",Travel,Michael Yang,USER__049
814720,James,Stewart,,23/10/1991,202.51,2024-11-21,"Anderson, Garcia and Beard",Market,James Stewart,USER__050
713796,Mark,Anderson,M,28/10/1969,88.84,2024-12-23,Haney-Palmer,Cosmetic,Mark Anderson,USER__051
514760,Harold,Smith,M,31/10/1956,212.61,2024-12-01,Melendez-Bennett,Clothing,Harold Smith,USER__052
671409,James,Parker,M,28/10/1971,1658.37,2024-09-30,"Hall, Wright and Jefferson",Travel,James Parker,USER__053
787275,Rebecca,Lopez,M,22/10/1995,53.81,2024-11-10,Nelson Inc,Market,Rebecca Lopez,USER__054
883989,Cameron,Nielsen,M,27/10/1974,45.99,2024-12-27,Evans LLC,Restaurant,Cameron Nielsen,USER__055
820056,Christopher,Reynolds,M,22/10/1994,2774.08,2024-12-05,Hall and Sons,Travel,Mark Bailey,USER__056
683369,Mark,Bailey,F,2/11/1948,306.21,2024-12-23,"Velasquez, Shah and Thomas",Market,John Davis,USER__057
269539,John,Davis,F,27/10/1972,214.52,2024-12-28,"Aguilar, Rodriguez and Cruz",Clothing,Roger Riley,USER__058
604713,Ashley,Campbell,F,30/10/1960,105.78,2024-09-17,"Levy, Nelson and Wilson",Clothing,Jason Jones,USER__059
427939,Gwendolyn,Wiley,M,28/10/1969,136.61,2024-09-20,Wilson PLC,Clothing,Richard Williams,USER__060
212969,Amy,Powell,F,20/10/2001,209.17,2024-09-04,Guerrero-Delgado,Market,Melissa Turner,USER__061
111995,Melissa,Turner,F,27/10/1973,73.27,2024-10-08,Reyes-Perkins,Restaurant,Tina Lucas,USER__062
311124,Jacqueline,Gonzalez,F,26/10/1977,524.45,2024-11-11,Downs-Donovan,Electronics,Paul Potter,USER__063
752844,Paul,Potter,M,24/10/1986,31.99,2024-11-29,Mejia-Farley,Clothing,Kevin Hensley,USER__064
872305,Kevin,Hensley,F,2/11/1950,123.18,2024-09-01,Chan-Myers,Clothing,Jose Green,USER__065
696669,Jose,Green,,31/10/1956,10.02,2024-12-03,Reed-Warner,Cosmetic,Erin Baker,USER__066
455713,Erin,Baker,M,27/10/1974,59.0,2025-01-11,Fisher Group,Restaurant,Kimberly Gonzalez,USER__067
985602,Kimberly,Gonzalez,M,2/11/1950,232.62,2024-10-04,"Orozco, Patterson and Robinson",Clothing,Barbara Collins,USER__068
151825,Sara,Gonzalez,M,2/11/1949,1981.24,2024-10-16,"Frey, Davis and Davis",Travel,Jennifer Villegas,USER__069
178979,Jennifer,Villegas,M,24/10/1984,215.27,2024-12-04,Taylor-Lewis,Market,Franklin Mason,USER__070
957395,Eric,Richard,M,23/10/1988,425.61,2024-11-03,Scott Ltd,Market,Sean Rodriguez,USER__001
187306,Michael,Acosta,,30/10/1962,226.16,2025-01-03,"Goodwin, Lopez and Skinner",Clothing,Michelle Phelps,USER__071
508537,Whitney,Jones,,30/10/1960,147.81,2024-10-15,"Thomas, Harrell and Davenport",Market,Nathan Snyder,USER__002
760506,Anthony,Ball,M,28/10/1971,2471.45,2025-01-05,Richards Ltd,Travel,Crystal Knapp,USER__072
659582,Brianna,Brown,F,21/10/1996,18.96,2024-12-15,"Ellis, Chambers and Wilson",Cosmetic,Alexander Richardson,USER__005
975406,Tabitha,Wood,,30/10/1962,2648.72,2024-10-20,Little-Solomon,Travel,Hunter Peters,USER__073
216148,Sheila,Hall,M,25/10/1980,488.7,2024-12-31,Robinson-Gibson,Electronics,Julie Russell,USER__007
36470,Mary,Rodriguez,F,26/10/1978,764.15,2025-01-11,"Hernandez, Johnson and Anderson",Electronics,Amber Brown,USER__008
512231,Gregory,Ortega,M,26/10/1977,193.57,2024-10-22,"Smith, Kerr and Brooks",Market,Elizabeth Barnes,USER__074
376133,Alexander,Holmes,M,30/10/1960,359.88,2024-12-27,Stout-Brock,Market,Patrick Price,USER__075
559660,Ethan,Jackson,F,20/10/2002,76.07,2024-09-15,"Case, Johnson and Wells",Restaurant,Sara Michael,USER__076
135321,Erika,Owens,M,26/10/1977,692.42,2025-01-11,Norton LLC,Electronics,Jessica White,USER__011
875584,Monique,Bright,M,1/11/1954,51.63,2024-10-04,Tucker Group,Clothing,William Contreras,USER__077
611091,Melissa,Burns,M,27/10/1975,61.23,2024-09-14,"Smith, Everett and Ellis",Restaurant,Adam Hansen,USER__078
889604,Caitlyn,Dyer,F,26/10/1977,97.47,2024-10-26,Guzman Ltd,Restaurant,Aaron Martinez,USER__013
443377,Autumn,Hall,M,22/10/1994,791.56,2024-09-13,Bailey and Sons,Electronics,Hannah Maynard,USER__079
609070,Jesse,Dodson,M,2/11/1950,741.27,2024-09-12,Chandler-Watkins,Electronics,Jason Johnson,USER__015
966310,Daniel,Jenkins,M,25/10/1980,80.19,2025-01-03,Taylor-Thompson,Restaurant,Emily Mcdaniel,USER__080
618528,Benjamin,Carpenter,M,25/10/1983,14.92,2024-11-17,Owens LLC,Restaurant,Thomas Salas,USER__016
537845,Justin,Reed,,22/10/1993,424.43,2024-09-23,Nixon-Thompson,Market,Kevin Harris,USER__017
893073,Sheila,Martinez,F,31/10/1959,122.58,2024-10-02,"Romero, Woods and Flores",Cosmetic,Michael Huang,USER__081
513376,Crystal,Brown,,28/10/1971,274.06,2024-12-20,Day LLC,Clothing,Dana Hunt,USER__082
557862,Michael,Miles,F,20/10/2002,2045.17,2024-10-25,Carter Group,Travel,Brian Mcintyre,USER__083
326446,Jose,Taylor,M,1/11/1954,2260.68,2024-12-26,Alexander-Miller,Travel,Tammy Williams,USER__084
124147,Felicia,Simon,F,28/10/1969,784.94,2024-09-28,"Lester, West and Walker",Travel,Justin Mathews,USER__085
66785,Kyle,Smith,F,30/10/1962,81.6,2024-10-12,Sanders-Lamb,Restaurant,Joshua Burgess,USER__086
951432,Angela,Ross,F,29/10/1967,2028.85,2024-10-07,Heath Group,Travel,Mary Pittman,USER__087
583892,Brian,Arnold,F,21/10/1999,1343.51,2024-10-11,Le Group,Travel,Joseph Meadows,USER__088
88900,Joan,Snyder,M,29/10/1965,10.96,2024-11-04,Smith LLC,Cosmetic,Juan Kelly,USER__089
83144,James,Kirk,F,19/10/2005,99.51,2024-12-11,Rodriguez-Nguyen,Cosmetic,Christina Ellis,USER__090
736259,Paul,Wilson,M,29/10/1967,1035.32,2024-11-09,"Barnett, Price and Perkins",Travel,Martha Gonzales,USER__091
21099,William,Santiago,M,26/10/1976,263.9,2024-10-13,Edwards-Rodgers,Market,Keith Clark,USER__092
110112,Deborah,Becker,M,30/10/1962,74.11,2024-09-16,Massey Inc,Restaurant,Michael Hines,USER__027
579730,Tommy,Snyder,F,23/10/1988,43.66,2024-12-14,Foster-Lopez,Market,David Morrison,USER__028
526777,Michael,Adams,F,31/10/1956,74.03,2024-11-14,Kim LLC,Restaurant,Jennifer Quinn,USER__029
594622,Michael,Roberts,M,20/10/2000,2560.5,2024-09-25,Wilkinson Inc,Travel,Nicholas Jones,USER__093
787347,Nicholas,Soto,,25/10/1980,18.65,2024-12-17,"Rogers, Flowers and Dennis",Cosmetic,Christy Ramos,USER__030
569429,Peter,Cunningham,F,24/10/1985,66.13,2024-11-11,Robinson-Joseph,Market,Douglas Martin,USER__031
303872,William,Medina,M,19/10/2004,2428.68,2024-09-19,"Thomas, Fisher and Young",Travel,Yvonne Silva,USER__094
721258,Stephanie,Stewart,F,24/10/1984,97.23,2024-11-10,Daniel PLC,Cosmetic,Margaret Carter,USER__095
695579,Isaiah,Schultz,M,22/10/1993,229.6,2024-10-03,"Tran, Roberts and Coleman",Clothing,Charles Glover,USER__096
881230,Thomas,Shields,M,21/10/1997,113.58,2024-09-13,Jenkins Group,Cosmetic,Derrick Aguilar,USER__097
799062,Rachel,Mueller,M,26/10/1979,120.31,2024-10-26,"Stevens, Armstrong and Brown",Market,Courtney Johnson,USER__098
459845,Pamela,Kennedy,F,2/11/1949,2379.84,2025-01-07,"Garcia, Smith and Gay",Travel,Joy Padilla,USER__099
747675,Samuel,Jackson,M,2/11/1950,480.61,2024-12-28,Williams-Sanford,Travel,Lawrence Williams,USER__100
123959,William,Parker,M,2/11/1949,11.52,2024-10-27,Mitchell-Brooks,Restaurant,Andrew Armstrong,USER__033
248395,Hailey,Chan,M,21/10/1998,285.63,2024-12-17,Wilkins PLC,Market,Nicole Kaufman,USER__101
862210,Ryan,Murphy,M,29/10/1964,27.4,2024-10-02,"Baker, Fox and Dunn",Restaurant,Lindsay Thompson,USER__102
320618,Nancy,Love,M,28/10/1969,927.7,2024-10-28,Hughes-Schneider,Electronics,Alison Leon,USER__103
197927,Joy,Burns,F,2/11/1948,25.56,2024-12-09,"White, Adams and Velasquez",Clothing,Elizabeth Johnson,USER__104
59895,Daniel,Adkins,F,31/10/1957,711.89,2024-11-25,Solis-White,Electronics,Christopher Lewis,USER__105
639867,Sara,Jackson,M,22/10/1995,311.92,2024-12-03,"Thompson, Keller and Wilson",Electronics,Stephanie Tran,USER__038
367752,John,Perkins,M,22/10/1993,803.76,2024-10-22,Dudley and Sons,Electronics,Diane Hudson,USER__039
645330,Courtney,Mora,F,22/10/1992,50.23,2024-09-23,Burns-Fernandez,Cosmetic,Michael Williams,USER__040
503926,Brian,Jordan,M,27/10/1975,930.34,2024-09-20,Wade-Brown,Travel,Joseph Powell,USER__106
664468,Jeffrey,Olsen,F,22/10/1995,1688.38,2024-09-12,Miller-Villegas,Travel,Kelsey Ibarra,USER__107
672808,Caitlin,Morgan,F,31/10/1958,285.98,2024-09-20,"Hansen, Ortiz and Johnson",Market,William Willis,USER__108
584831,Stephanie,Pittman,M,28/10/1968,1094.06,2024-10-30,"Ware, Lambert and Bernard",Travel,Shannon Ruiz,USER__109
544605,Rachel,Villanueva,M,28/10/1969,177.74,2024-10-01,Patton-Johnson,Cosmetic,Michael Paul,USER__110
519214,Marcus,Sloan,F,27/10/1974,93.27,2024-10-28,Tucker PLC,Market,Wayne Madden,USER__111
175803,Jacob,Mcguire,F,2/11/1948,114.8,2024-10-25,"Andrews, Wright and Foley",Cosmetic,Lisa Morse,USER__042
485783,Raymond,Clark,F,29/10/1965,216.09,2024-10-29,Jordan Ltd,Clothing,Sarah Mann,USER__112
735533,Alison,Walker,M,1/11/1955,428.61,2024-11-04,Norman LLC,Market,Bianca Bell,USER__113
437885,Melanie,Hood,F,21/10/1999,170.29,2024-11-27,"Rangel, Caldwell and Williamson",Clothing,Brenda Haas,USER__114
397729,Timothy,Zavala,M,20/10/2002,218.71,2024-09-22,"Hurley, Hughes and Brown",Market,Deborah Leonard,USER__115
555864,Edward,Rodriguez,F,31/10/1957,276.51,2025-01-10,Ramirez-Sanchez,Market,Scott Chase,USER__045
34565,Christopher,Le,F,20/10/2000,31.05,2024-12-28,"Paul, Arroyo and Garcia",Restaurant,Joseph Jones,USER__047
402489,Bernard,Smith,M,2/11/1951,735.88,2024-12-20,"Griffith, Taylor and Joyce",Travel,Patrick Knight,USER__116
322017,Jacqueline,Robbins,F,25/10/1982,643.84,2024-11-17,"Mayer, Parks and Reed",Electronics,Joseph Torres,USER__117
801423,Cheyenne,Evans,F,27/10/1974,414.2,2024-11-06,Ryan and Sons,Market,Kristin Richardson,USER__118
81000,Jennifer,Guzman,F,2/11/1949,119.04,2024-12-03,Cuevas and Sons,Market,Mark Anderson,USER__051
410506,Stephanie,Anderson,F,2/11/1948,17.03,2024-11-16,Whitaker PLC,Market,James Parker,USER__053
975380,Christopher,Blankenship,F,1/11/1954,69.44,2025-01-02,Carlson-Weiss,Restaurant,Rebecca Lopez,USER__054
604673,Robert,Neal,M,1/11/1955,82.92,2024-10-19,Parsons Inc,Restaurant,Donald Glass,USER__119
858489,Kelly,Price,F,23/10/1990,32.96,2024-11-28,Thomas-Sandoval,Restaurant,John Davis,USER__057
283856,Nicole,Kelly,M,26/10/1976,796.26,2024-10-03,Walter and Sons,Travel,Richard Williams,USER__060
913296,Michelle,Johnson,F,21/10/1997,2202.33,2024-09-06,Simmons Ltd,Travel,Kathy Maldonado,USER__120
258993,Mitchell,Weaver,M,26/10/1979,377.1,2024-09-03,"Moore, Ferguson and Case",Electronics,Sean Reilly,USER__121
764741,Allison,Johnson,F,30/10/1961,2376.55,2024-12-29,"Lara, Dixon and Payne",Travel,Melissa Turner,USER__061
511236,Lisa,Anderson,F,27/10/1975,19.75,2024-12-14,"Murphy, Cobb and Willis",Cosmetic,Tina Lucas,USER__062
546921,Stephanie,Vazquez,M,25/10/1983,154.55,2024-12-04,Page Ltd,Cosmetic,Matthew Moody,USER__122
57228,Patricia,Watkins,F,2/11/1949,931.48,2024-11-11,"Trevino, Ward and Smith",Electronics,Jacqueline Gonzalez,USER__123
998183,Cindy,Douglas,F,19/10/2004,125.19,2024-09-16,"Brown, Booker and Mccormick",Cosmetic,Paul Potter,USER__063
301646,Todd,Mccarthy,F,19/10/2004,597.92,2024-11-25,Clark Inc,Electronics,Erin Baker,USER__066
614656,Sandra,Lambert,M,22/10/1992,92.43,2024-11-21,Thomas-Wood,Restaurant,Barbara Collins,USER__068
590961,Christina,Hayes,F,23/10/1988,282.19,2024-09-02,"Higgins, Hall and Davis",Market,Franklin Mason,USER__070
766568,Karen,James,M,1/11/1955,84.63,2024-11-12,Schultz-Ramirez,Cosmetic,Eric Richard,USER__124
505823,Diane,Henry,F,31/10/1959,31.22,2024-10-16,"Williams, Wyatt and Cox",Cosmetic,Sean Rodriguez,USER__001
863345,Catherine,Hoover,M,23/10/1989,602.22,2024-09-10,Johnson-Mora,Electronics,Jacob Williams,USER__125
373587,Jillian,Fowler,M,25/10/1980,645.36,2025-01-11,Gonzalez-Tran,Electronics,Nathan Snyder,USER__002
593635,Jordan,Brown,M,19/10/2004,46.92,2024-12-31,Medina PLC,Restaurant,Thomas Shaw,USER__126
875477,Cynthia,Watson,F,28/10/1971,102.77,2024-10-14,Andersen LLC,Electronics,Kimberly Ball,USER__006
218255,Jason,Cochran,F,2/11/1949,2912.32,2024-12-25,"Oliver, Williams and Hill",Travel,Hunter Peters,USER__073
239992,David,Perry,F,20/10/2000,2840.77,2024-09-20,Travis Group,Travel,Julie Russell,USER__007
547726,Ann,Vazquez,,27/10/1974,399.59,2024-11-19,Friedman Ltd,Electronics,Christopher Harris,USER__127
14386,Susan,Edwards,M,28/10/1970,91.84,2024-12-16,Anderson-Short,Restaurant,Amber Brown,USER__008
811363,Adam,Anderson,M,23/10/1991,69.33,2024-11-07,"Smith, Bell and Erickson",Restaurant,Amy Pierce,USER__009
133598,Krystal,Clark,,21/10/1997,255.46,2025-01-08,"Mckee, Lawrence and Mann",Market,Elizabeth Barnes,USER__074
616762,Cory,Russell,F,28/10/1971,416.22,2025-01-01,"Dixon, Martin and Martin",Travel,Chad Reese,USER__128
314053,James,Farrell,M,25/10/1980,861.39,2024-12-08,Santos-Jones,Electronics,Robert Rice,USER__129
682354,Danny,Thomas,M,30/10/1963,155.97,2024-12-18,Buchanan-Walter,Electronics,Sara Michael,USER__076
762591,Brandon,Durham,F,31/10/1959,124.81,2024-11-01,"Gregory, Brown and Williams",Cosmetic,Jessica White,USER__011
903378,Tony,Lee,,23/10/1988,461.3,2024-11-22,"Myers, Riggs and Miller",Market,Pamela Nguyen,USER__012
144560,Dana,Schwartz,M,20/10/2002,2875.41,2024-12-31,Johnson PLC,Travel,Amy Mercer,USER__130
383870,Jason,Hernandez,F,21/10/1996,165.45,2024-09-02,"Berry, Russell and Todd",Clothing,Darlene Tucker,USER__014
962304,Diana,Trevino,M,31/10/1956,283.77,2024-12-16,"Lam, Long and Luna",Clothing,Benjamin Rice,USER__131
483334,Elizabeth,Blake,,25/10/1982,1964.78,2024-11-26,Williams-Gregory,Travel,Jason Johnson,USER__015
873403,Amber,Douglas,,23/10/1989,651.69,2024-12-14,Coleman LLC,Travel,Emily Mcdaniel,USER__080
984568,Daniel,Wilcox,F,22/10/1994,55.64,2024-09-11,Cooper Group,Cosmetic,Thomas Salas,USER__016
337362,Anthony,Mills,F,25/10/1981,633.07,2024-11-16,Stephens PLC,Electronics,Katherine Howard,USER__132
337908,James,Cain,F,24/10/1987,146.16,2024-09-09,"Taylor, Davis and Martin",Electronics,Jose Gould,USER__018
399627,John,Pugh,F,1/11/1953,2707.98,2024-10-02,Tucker-Robinson,Travel,Michael Huang,USER__081
556186,Brett,Carpenter,M,30/10/1962,303.62,2025-01-08,Luna-Ashley,Electronics,Dana Hunt,USER__082
209845,Nicholas,Bell,M,28/10/1970,556.79,2024-11-24,"Miller, Gomez and Harris",Electronics,Melanie Greene,USER__020
419071,Angela,Carroll,M,30/10/1960,168.13,2024-12-07,Bentley Inc,Clothing,Matthew Aguilar,USER__133
29936,Jerome,Nichols,F,1/11/1954,84.9,2024-12-09,"Murray, Mcintyre and Smith",Clothing,Justin Mathews,USER__085
929086,Sara,Matthews,M,22/10/1994,390.48,2024-11-02,Buckley Inc,Market,Ann Sullivan,USER__022
957764,Logan,Barker,M,31/10/1956,52.66,2025-01-05,"Butler, Evans and Sims",Clothing,Sabrina White,USER__023
809877,Christopher,Miller,M,23/10/1991,52.76,2024-10-24,Allen-Ward,Clothing,Leslie Campbell,USER__024
803174,Maureen,Le,M,21/10/1998,183.49,2024-10-13,Strong-Douglas,Cosmetic,Mary Pittman,USER__087
389369,Gary,Burke,F,31/10/1957,39.64,2024-12-08,"Adams, Moyer and Foster",Market,Ashley Carr,USER__025
978221,Deborah,Holt,M,26/10/1979,14.12,2025-01-05,Fox-Miranda,Restaurant,Keith Clark,USER__092
896139,Ashley,Franklin,F,1/11/1955,1946.7,2024-11-08,Roman PLC,Travel,Amber Taylor,USER__134
205030,Lisa,Richardson,M,26/10/1976,12.92,2024-10-19,"Bauer, Cross and Bennett",Restaurant,David Morrison,USER__028
380634,Richard,Mendoza,F,1/11/1952,994.35,2024-12-18,Olson Group,Electronics,Jennifer Quinn,USER__029
262402,Shane,Esparza,M,20/10/2003,360.44,2024-10-02,"Leonard, Moore and Dennis",Market,Jamie Collier,USER__135
993772,Rachel,Jones,F,25/10/1982,1131.32,2024-11-27,Howard-Moran,Travel,Douglas Martin,USER__031
171987,Joseph,Ware,F,1/11/1953,97.02,2024-09-14,Lewis Group,Restaurant,Holly Jackson,USER__136
704737,Nancy,Mclaughlin,F,26/10/1978,769.29,2024-09-03,Baldwin Ltd,Electronics,Kimberly Klein,USER__137
246787,Tracey,Humphrey,M,27/10/1974,2718.59,2024-11-10,Schroeder Inc,Travel,Fernando Oliver,USER__032
651224,Bethany,Black,M,25/10/1982,219.69,2024-10-30,Maldonado LLC,Travel,Charles Glover,USER__096
514487,Brenda,Mercado,M,20/10/2003,46.41,2025-01-07,"Koch, Ross and Mcdonald",Clothing,Courtney Johnson,USER__098
52472,Frank,Livingston,M,22/10/1992,867.13,2024-09-17,Sutton-Wilkerson,Electronics,Joy Padilla,USER__099
465977,Jeffrey,Perry,M,29/10/1964,329.03,2025-01-05,Moore-Guerra,Market,Carol Wilson,USER__138
164096,Sharon,Reed,F,24/10/1987,141.17,2024-11-29,"Smith, Howell and Blair",Market,Lawrence Williams,USER__100
183191,Robert,Burns,,25/10/1980,84.94,2024-11-09,May-Harmon,Market,Andrew Armstrong,USER__033
684121,Dean,Johnston,F,24/10/1987,173.89,2024-09-13,"Barry, Brown and Nelson",Clothing,Anthony Arnold,USER__139
646303,Brenda,Nguyen,F,31/10/1958,210.78,2025-01-03,Bates Ltd,Clothing,Derek Thompson,USER__140
227165,David,Sullivan,F,24/10/1987,351.96,2024-12-09,Davis-Scott,Market,Nicole Kaufman,USER__101
51354,Christine,Mckinney,F,20/10/2003,78.51,2024-09-13,Roberts Inc,Restaurant,Hector Saunders,USER__141
898527,Michelle,Conner,,22/10/1994,764.27,2024-12-22,Clark LLC,Travel,Jesse Clark,USER__142
542147,William,Clements,F,2/11/1949,65.21,2025-01-02,"Singleton, Rivera and Perez",Market,Rebecca Gamble,USER__143
618515,Jessica,Mitchell,M,20/10/2003,64.77,2024-12-27,Martinez-York,Clothing,Catherine Evans,USER__144
983833,Anthony,Houston,M,22/10/1994,68.21,2024-10-07,"Fry, Adams and Johnson",Restaurant,Andres Mckinney,USER__145
857149,William,Cross,M,22/10/1992,27.28,2024-10-18,Lewis-Nguyen,Cosmetic,Samuel Cabrera,USER__146
836654,Desiree,Lewis,F,2/11/1951,592.94,2024-09-24,Palmer and Sons,Electronics,Jennifer Tapia,USER__147
551717,Christopher,Andersen,F,23/10/1989,294.39,2024-12-10,Mcclain-Duncan,Clothing,Christopher Lewis,USER__105
269635,Claudia,Taylor,F,27/10/1972,853.12,2024-12-22,"Henry, Lewis and Johnson",Electronics,Diane Hudson,USER__039
544854,Lauren,Bryant,M,30/10/1963,137.76,2024-10-06,Garza-Morales,Cosmetic,Kelsey Ibarra,USER__107
762950,Jennifer,Miller,F,28/10/1969,70.38,2024-09-26,Levy Inc,Market,William Willis,USER__108
386079,Catherine,Davis,M,25/10/1982,264.84,2024-11-07,Hernandez-Sandoval,Electronics,Carolyn Brown,USER__041
622864,Courtney,Mora,M,30/10/1963,116.63,2024-11-08,Hunt-Daniel,Cosmetic,Travis Reed,USER__148
196907,Jennifer,Scott,F,21/10/1997,195.52,2024-12-19,Baldwin-Thomas,Cosmetic,Regina Woods,USER__149
717342,Meghan,Myers,M,23/10/1988,1570.67,2024-11-29,Carlson Inc,Travel,Wayne Madden,USER__111
247412,Julie,Wallace,M,20/10/2001,285.06,2024-10-04,Ramos Ltd,Market,Selena Lewis,USER__150
146124,Stephen,Vaughn,F,20/10/2003,678.39,2024-09-28,Willis PLC,Electronics,Lisa Morse,USER__042
339117,David,Miranda,M,29/10/1966,63.49,2024-11-25,Peterson-Fowler,Clothing,Scott Chase,USER__045
